filename,chromosome,window_pos_1,window_pos_2,sk_allel_avg_watterson_theta,exp_pi,sk_allel_tajima_d,sk_allel_no_sites
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.17,1,1,10000,0.0263093855717588,0.04,-1.10477277888502,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.18,1,1,10000,0.0267150368911471,0.04,-1.13266887361363,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.19,1,1,10000,0.0266844732846587,0.04,-1.11520927017358,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.2,1,1,10000,0.0262966175683119,0.04,-1.08403467264716,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.21,1,1,10000,0.0265974388360377,0.04,-1.11310121839509,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.22,1,1,10000,0.0260639041385039,0.04,-1.06232314326237,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.23,1,1,10000,0.0262859022171676,0.04,-1.101250745804,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.24,1,1,10000,0.0260818373221321,0.04,-1.07871226116994,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.25,1,1,10000,0.0261209405265131,0.04,-1.0728052783282,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.26,1,1,10000,0.0253902344379159,0.04,-1.02352377177363,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.27,1,1,10000,0.0257494600848935,0.04,-1.04593247230443,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.28,1,1,10000,0.0252215668257499,0.04,-1.00676067027443,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.29,1,1,10000,0.0261686545152049,0.04,-1.0768734220507,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.3,1,1,10000,0.0253679020347774,0.04,-1.02104215486117,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.31,1,1,10000,0.0253404077257259,0.04,-1.01821622902328,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.32,1,1,10000,0.0254464404311699,0.04,-1.01986494298096,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.33,1,1,10000,0.0253009674024174,0.04,-1.01624943587411,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.34,1,1,10000,0.025493452745447,0.04,-1.05226095907293,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.35,1,1,10000,0.0250378587958392,0.04,-0.983516431748264,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.36,1,1,10000,0.025113252577002,0.04,-0.983019075505159,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.37,1,1,10000,0.0246218817114146,0.04,-0.947357326150939,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.38,1,1,10000,0.0244963660240012,0.04,-0.918564615474184,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.39,1,1,10000,0.0248721997505769,0.04,-0.963635896369617,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.4,1,1,10000,0.0242851383573567,0.04,-0.911160345757762,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.41,1,1,10000,0.0246722624535466,0.04,-0.938220959049697,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.42,1,1,10000,0.0249721683990921,0.04,-0.970807077481216,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.43,1,1,10000,0.0244723251565162,0.04,-0.911095458019675,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.44,1,1,10000,0.0240485381591336,0.04,-0.906769140198159,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.45,1,1,10000,0.0240490519872019,0.04,-0.87748233699417,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.46,1,1,10000,0.0236648922942943,0.04,-0.866547310521454,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.47,1,1,10000,0.0241998071812502,0.04,-0.912014279368834,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.48,1,1,10000,0.0231600951037164,0.04,-0.828251451983833,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.49,1,1,10000,0.023975357030328,0.04,-0.882399102811773,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.5,1,1,10000,0.0228327017165421,0.04,-0.771854992500251,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.51,1,1,10000,0.0229754051273431,0.04,-0.753543686109705,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.52,1,1,10000,0.0232456922658287,0.04,-0.840308147230578,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.53,1,1,10000,0.0231020736904882,0.04,-0.796018704119754,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.54,1,1,10000,0.0229859605778967,0.04,-0.761235450707908,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.55,1,1,10000,0.0234326232332611,0.04,-0.799414472376211,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.56,1,1,10000,0.0220780770362204,0.04,-0.665946781417937,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.57,1,1,10000,0.0224363735298098,0.04,-0.704944213489316,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.58,1,1,10000,0.0223016959252371,0.04,-0.716196705831729,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.59,1,1,10000,0.0223325975190336,0.04,-0.668759969212113,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.6,1,1,10000,0.0216961255302634,0.04,-0.620576096570699,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.61,1,1,10000,0.0222114837926655,0.04,-0.668482693386616,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.62,1,1,10000,0.0222936998893167,0.04,-0.668767243319432,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.63,1,1,10000,0.0217226089054348,0.04,-0.597768114755841,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.64,1,1,10000,0.0216363824821055,0.04,-0.588007313107518,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.65,1,1,10000,0.020997512920626,0.04,-0.547966015645251,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.66,1,1,10000,0.0209533565962967,0.04,-0.528498069074677,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.67,1,1,10000,0.0203314043534179,0.04,-0.447238629194224,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.68,1,1,10000,0.0209224476353431,0.04,-0.512926844079031,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.69,1,1,10000,0.0204012346632452,0.04,-0.348634713988534,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.7,1,1,10000,0.0201472364250063,0.04,-0.437524494109395,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.71,1,1,10000,0.0195546706478002,0.04,-0.337764979186824,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.72,1,1,10000,0.0195957684078926,0.04,-0.3039096791491,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.73,1,1,10000,0.0198399800960846,0.04,-0.286563948290822,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.74,1,1,10000,0.019055581057046,0.04,-0.291495770755041,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.75,1,1,10000,0.018834261881006,0.04,-0.165318936599501,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.76,1,1,10000,0.0191147650965034,0.04,-0.212975786814763,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.77,1,1,10000,0.0179737352329346,0.04,-0.105976157009667,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.78,1,1,10000,0.0174763566596603,0.04,-0.0224414975958469,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.79,1,1,10000,0.0177489069551464,0.04,-0.0368094165420704,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.8,1,1,10000,0.0173625782959906,0.04,0.103060996563729,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.81,1,1,10000,0.0177029253309103,0.04,0.0799815524338134,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.82,1,1,10000,0.0168164421503762,0.04,0.328594596167356,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.83,1,1,10000,0.0162233930768747,0.04,0.296448090501207,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.84,1,1,10000,0.0166144348775437,0.04,0.381763833372012,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.85,1,1,10000,0.0162811940633809,0.04,0.438823308127409,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.86,1,1,10000,0.0153387300194722,0.04,0.63150198187814,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.87,1,1,10000,0.0142293250180639,0.04,0.80552496337174,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.88,1,1,10000,0.0138675625176046,0.04,1.00309220199582,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.89,1,1,10000,0.0144398585779756,0.04,1.00675018662502,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.9,1,1,10000,0.0135695406312619,0.04,1.11746254817236,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.91,1,1,10000,0.0125408431953139,0.04,1.57334483146156,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.92,1,1,10000,0.0125605326552012,0.04,1.6138081462668,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.93,1,1,10000,0.0109550939687322,0.04,2.31281693574995,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.94,1,1,10000,0.011106773383074,0.04,2.1097475496478,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.95,1,1,10000,0.0100604541196154,0.04,3.18911686551562,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.96,1,1,10000,0.00881016646891171,0.04,3.54480041910656,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.97,1,1,10000,0.00750475337893787,0.04,4.43694373168065,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.98,1,1,10000,0.00575505044511832,0.04,5.37190039038841,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=0.99,1,1,10000,0.00314633791896513,0.04,6.7562097860423,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_32_invar_missing_genos=1,1,1,10000,NA,0.04,NA,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar,1,1,10000,0.0576411208121353,0.04,-2.00808493330279,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_10000,1,1,10000,0.0576411208121353,0.04,-2.00808493330279,10000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1000,1,1,10000,0.00552458463547945,0.04,-1.78445851797903,1000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_100,1,1,10000,0.000676085532313919,0.04,-1.29354515721749,100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1100,1,1,10000,0.00654837129869767,0.04,-1.92538671397968,1100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1200,1,1,10000,0.00689607242960198,0.04,-2.01033772152423,1200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1300,1,1,10000,0.00732104047848501,0.04,-1.96582590946403,1300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1400,1,1,10000,0.00817097657625108,0.04,-2.15911661499243,1400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1500,1,1,10000,0.00855731116614475,0.04,-2.16559034821956,1500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1600,1,1,10000,0.00938793053441613,0.04,-2.01313949054775,1600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1700,1,1,10000,0.00985153204228854,0.04,-1.99890334118712,1700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1800,1,1,10000,0.0101412829847088,0.04,-1.94133059027693,1800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_1900,1,1,10000,0.0112616532954004,0.04,-1.98324621373858,1900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2000,1,1,10000,0.0109912190824749,0.04,-2.14905471821719,2000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_200,1,1,10000,0.0010431033927129,0.04,-1.5300396911836,200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2100,1,1,10000,0.0119184220982197,0.04,-2.08755763332356,2100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2200,1,1,10000,0.013058109138406,0.04,-1.9556076368945,2200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2300,1,1,10000,0.0132512764333528,0.04,-2.04674710785901,2300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2400,1,1,10000,0.0134444437282996,0.04,-2.1020874948571,2400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2500,1,1,10000,0.0141977961785923,0.04,-1.91594402815128,2500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2600,1,1,10000,0.0149318318993903,0.04,-1.98000744977717,2600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2700,1,1,10000,0.0157817679971563,0.04,-1.90592114567428,2700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2800,1,1,10000,0.0161294691280606,0.04,-1.98263379014709,2800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_2900,1,1,10000,0.0165158037179543,0.04,-2.14055543807267,2900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3000,1,1,10000,0.016902138307848,0.04,-2.01685926224406,3000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_300,1,1,10000,0.00168055546603746,0.04,-1.83600987248597,300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3100,1,1,10000,0.0175202736516778,0.04,-1.93523919915091,3100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3200,1,1,10000,0.0183508930199492,0.04,-1.93650553797358,3200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3300,1,1,10000,0.0190849287407472,0.04,-1.93866407703194,3300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3400,1,1,10000,0.0194712633306409,0.04,-1.92327853415181,3400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3500,1,1,10000,0.0202052990514388,0.04,-1.95800424920487,3500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3600,1,1,10000,0.0201473488629548,0.04,-2.03182104331969,3600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3700,1,1,10000,0.0208620678542581,0.04,-1.99290025354066,3700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3800,1,1,10000,0.021596103575056,0.04,-2.03583390751622,3800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_3900,1,1,10000,0.0230062248281679,0.04,-2.0639214824436,3900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4000,1,1,10000,0.0225233065908008,0.04,-1.98031911341577,4000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_400,1,1,10000,0.00272365885875036,0.04,-2.30538130819932,400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4100,1,1,10000,0.023064175016652,0.04,-1.98559405509713,4100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4200,1,1,10000,0.0246288301057213,0.04,-2.03684687675969,4200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4300,1,1,10000,0.0246674635647107,0.04,-1.93775431790133,4300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4400,1,1,10000,0.0252855989085406,0.04,-2.01104328291996,4400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4500,1,1,10000,0.0257105669574236,0.04,-1.96543553534177,4500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4600,1,1,10000,0.0267923038091259,0.04,-2.02715591812002,4600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4700,1,1,10000,0.0272365885875036,0.04,-1.94104958476855,4700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4800,1,1,10000,0.0279899410377963,0.04,-2.00594177859237,4800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_4900,1,1,10000,0.0274490726119451,0.04,-2.01811520236339,4900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5000,1,1,10000,0.0287819269470783,0.04,-2.04350349123006,5000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_500,1,1,10000,0.00293614288319188,0.04,-1.77913713355576,500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5100,1,1,10000,0.0288205604060676,0.04,-2.01717931102497,5100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5200,1,1,10000,0.0297863968808018,0.04,-1.97066860951054,5200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5300,1,1,10000,0.0306363329785679,0.04,-2.00203626833348,5300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5400,1,1,10000,0.0307135998965466,0.04,-2.06769933704955,5400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5500,1,1,10000,0.0313703686993659,0.04,-2.05175155706233,5500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5600,1,1,10000,0.0329543405179299,0.04,-2.03455736404186,5600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5700,1,1,10000,0.0331861412718661,0.04,-2.0187338907014,5700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5800,1,1,10000,0.0331861412718661,0.04,-2.00853259804188,5800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_5900,1,1,10000,0.0345769457954833,0.04,-1.99186776807517,5900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6000,1,1,10000,0.0338815435336747,0.04,-2.01854047909509,6000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_600,1,1,10000,0.00343837785005365,0.04,-1.86812752526705,600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6100,1,1,10000,0.0347894298199248,0.04,-1.99091878702423,6100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6200,1,1,10000,0.0358518499421324,0.04,-1.99237767585752,6200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6300,1,1,10000,0.0370494871708028,0.04,-1.98732029180064,6300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6400,1,1,10000,0.037281287924739,0.04,-1.99339176489034,6400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6500,1,1,10000,0.0376289890556433,0.04,-2.0643983686436,6500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6600,1,1,10000,0.0389425266612817,0.04,-2.0279883343554,6600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6700,1,1,10000,0.0381119072930104,0.04,-1.98417658358048,6700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6800,1,1,10000,0.0389618433907764,0.04,-1.99678949354069,6800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_6900,1,1,10000,0.0402753809964149,0.04,-1.99433768858405,6900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7000,1,1,10000,0.0397538293000584,0.04,-2.06551938869896,7000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_700,1,1,10000,0.00386334589893668,0.04,-2.05618652925068,700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7100,1,1,10000,0.0411060003646863,0.04,-2.0348461112304,7100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7200,1,1,10000,0.0421877372163886,0.04,-1.99619112370942,7200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7300,1,1,10000,0.0422070539458832,0.04,-2.03436635955967,7300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7400,1,1,10000,0.0424388546998194,0.04,-2.03506101311739,7400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7500,1,1,10000,0.0427479223717344,0.04,-2.07448232581424,7500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7600,1,1,10000,0.0436364919284898,0.04,-1.99915642603468,7600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7700,1,1,10000,0.044660278591708,0.04,-1.99860977442472,7700
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7800,1,1,10000,0.0455295314189688,0.04,-2.05319149934514,7800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_7900,1,1,10000,0.0459738161973465,0.04,-1.98233405732039,7900
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8000,1,1,10000,0.0458965492793678,0.04,-1.96873078923452,8000
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_800,1,1,10000,0.00446216451327187,0.04,-1.80959229481102,800
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8100,1,1,10000,0.0466692184591551,0.04,-2.0116966474593,8100
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8200,1,1,10000,0.0472294036145009,0.04,-2.02486392300817,8200
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8300,1,1,10000,0.0479634393352989,0.04,-2.00460722387084,8300
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8400,1,1,10000,0.0483884073841819,0.04,-2.00071272617834,8400
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8500,1,1,10000,0.0494121940474002,0.04,-1.99234995117185,8500
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8600,1,1,10000,0.0494894609653789,0.04,-1.9973572788333,8600
pi_sim_Ne=1.0e+06_mu=1e-08_samples=100_sites=10000_33_invar.missing_8700,1,1,10000,0.0496439948013363,0.04,-1.99842358378746,8700
